"tss_id"	"gene_symbol"	"chr"	"strand"	"promoter"	"position"	"transcripts"
"KHSRP_P1"	"KHSRP"	"chr19"	"-"	"P1"	6424811	"ENST00000398148"
"KIAA0040_P1"	"KIAA0040"	"chr1"	"-"	"P1"	175192776	"ENST00000423313"
"KIAA0100_P1"	"KIAA0100"	"chr17"	"-"	"P1"	28645156	"ENST00000528896"
"KIAA0232_P1"	"KIAA0232"	"chr4"	"+"	"P1"	6782732	"ENST00000508423"
"KIAA0319_P1"	"KIAA0319"	"chr6"	"-"	"P1"	24646186	"ENST00000430948"
"KIAA0319L_P1"	"KIAA0319L"	"chr1"	"-"	"P1"	35557403	"ENST00000325722"
"KIAA0355_P1"	"KIAA0355"	"chr19"	"+"	"P1"	34254566	"ENST00000299505"
"KIAA0391_P1"	"KIAA0391"	"chr14"	"+"	"P1"	35122552	"ENST00000604073"
"KIAA0408_P1"	"KIAA0408"	"chr6"	"-"	"P1"	127459374	"ENST00000483725"
"KIAA0513_P1"	"KIAA0513"	"chr16"	"+"	"P1"	85027801	"ENST00000258180"
"KIAA0556_P1"	"KIAA0556"	"chr16"	"+"	"P1"	27550144	"ENST00000566023"
"KIAA0586_P1"	"KIAA0586"	"chr14"	"+"	"P1"	58427728	"ENST00000354386"
"KIAA0753_P1"	"KIAA0753"	"chr17"	"-"	"P1"	6640662	"ENST00000361413"
"KIAA0825_P1"	"KIAA0825"	"chr5"	"-"	"P1"	94618604	"ENST00000513200"
"KIAA0895_P1"	"KIAA0895"	"chr7"	"-"	"P1"	36367201	"ENST00000338533"
"KIAA0895L_P1"	"KIAA0895L"	"chr16"	"-"	"P1"	67183963	"ENST00000561621"
"KIAA0930_P2"	"KIAA0930"	"chr22"	"-"	"P2"	45212384	"ENST00000251993"
"KIAA0930_P1"	"KIAA0930"	"chr22"	"-"	"P1"	45240891	"ENST00000336156"
"KIAA1024_P1"	"KIAA1024"	"chr15"	"+"	"P1"	79432336	"ENST00000305428"
"KIAA1024L_P1"	"KIAA1024L"	"chr5"	"+"	"P1"	129748119	"ENST00000564719"
"KIAA1109_P1"	"KIAA1109"	"chr4"	"+"	"P1"	122152362	"ENST00000264501"
"KIAA1143_P1"	"KIAA1143"	"chr3"	"-"	"P1"	44761619	"ENST00000484437"
"KIAA1147_P1"	"KIAA1147"	"chr7"	"-"	"P1"	141702166	"ENST00000536163"
"KIAA1191_P1"	"KIAA1191"	"chr5"	"-"	"P1"	176361764	"ENST00000298569"
"KIAA1210_P1"	"KIAA1210"	"chrX"	"-"	"P1"	119150579	"ENST00000402510"
"KIAA1211_P1"	"KIAA1211"	"chr4"	"+"	"P1"	56049131	"ENST00000629263"
"KIAA1211_P2(W)"	"KIAA1211"	"chr4"	"+"	"P2(W)"	56246498	NA
"KIAA1211_P1(W)"	"KIAA1211"	"chr4"	"+"	"P1(W)"	56272292	NA
"KIAA1211L_P1"	"KIAA1211L"	"chr2"	"-"	"P1"	98936225	"ENST00000397899"
"KIAA1217_P2"	"KIAA1217"	"chr10"	"+"	"P2"	24209139	"ENST00000376456"
"KIAA1217_P1"	"KIAA1217"	"chr10"	"+"	"P1"	24466531	"ENST00000396446"
"KIAA1257_P1"	"KIAA1257"	"chr3"	"-"	"P1"	128994076	"ENST00000511438"
"KIAA1324_P1"	"KIAA1324"	"chr1"	"+"	"P1"	109114169	"ENST00000533147"
"KIAA1324L_P1"	"KIAA1324L"	"chr7"	"-"	"P1"	87059654	"ENST00000450689"
"KIAA1328_P1"	"KIAA1328"	"chr18"	"+"	"P1"	36829131	"ENST00000592611"
"KIAA1522_P2"	"KIAA1522"	"chr1"	"+"	"P2"	32741830	"ENST00000401073"
"KIAA1522_P1"	"KIAA1522"	"chr1"	"+"	"P1"	32753999	"ENST00000468130"
"KIAA1549_P1"	"KIAA1549"	"chr7"	"-"	"P1"	138981389	"ENST00000440172"
"KIAA1549L_P1"	"KIAA1549L"	"chr11"	"+"	"P1"	33376108	"ENST00000526400"
"KIAA1549L_P1P2(W)"	"KIAA1549L"	"chr11"	"+"	"P1P2(W)"	33542287	NA
"KIAA1551_P1"	"KIAA1551"	"chr12"	"+"	"P1"	31959449	"ENST00000541981"
"KIAA1586_P1"	"KIAA1586"	"chr6"	"+"	"P1"	57046693	"ENST00000545356"
"KIAA1614_P1"	"KIAA1614"	"chr1"	"+"	"P1"	180912903	"ENST00000496210"
"KIAA1671_P1"	"KIAA1671"	"chr22"	"+"	"P1"	24952716	"ENST00000406486"
"KIAA1671_ENST00000358431(W)"	"KIAA1671"	"chr22"	"+"	"ENST00000358431(W)"	25028091	NA
"KIAA1671_P1(D)"	"KIAA1671"	"chr22"	"+"	"P1(D)"	25070051.8333333	NA
"KIAA1755_P1"	"KIAA1755"	"chr20"	"-"	"P1"	38260735	"ENST00000279024"
"KIAA1841_P1"	"KIAA1841"	"chr2"	"+"	"P1"	61065916	"ENST00000482513"
"KIAA1841_ENST00000453873(W)"	"KIAA1841"	"chr2"	"+"	"ENST00000453873(W)"	61070325	NA
"KIAA1958_P1"	"KIAA1958"	"chr9"	"+"	"P1"	112486850	"ENST00000337530"
"KIAA2012_P1"	"KIAA2012"	"chr2"	"+"	"P1"	202073255	"ENST00000459709"
"KIAA2013_P1"	"KIAA2013"	"chr1"	"-"	"P1"	11926427	"ENST00000376572"
"KIAA2026_P1"	"KIAA2026"	"chr9"	"-"	"P1"	6007951	"ENST00000399933"
"KIDINS220_P1"	"KIDINS220"	"chr2"	"-"	"P1"	8837613	"ENST00000569008"
"KIF11_P1"	"KIF11"	"chr10"	"+"	"P1"	92593130	"ENST00000260731"
"KIF12_P1"	"KIF12"	"chr9"	"-"	"P1"	114099292	"ENST00000640553"
"KIF13A_P1"	"KIF13A"	"chr6"	"-"	"P1"	17987635	"ENST00000378814"
"KIF13B_P1"	"KIF13B"	"chr8"	"-"	"P1"	29263070	"ENST00000524189"
"KIF14_P1"	"KIF14"	"chr1"	"-"	"P1"	200620751	"ENST00000367350"
"KIF15_P1"	"KIF15"	"chr3"	"+"	"P1"	44761794	"ENST00000326047"
"KIF16B_P1"	"KIF16B"	"chr20"	"-"	"P1"	16573349	"ENST00000354981"
"KIF17_P1(D)"	"KIF17"	"chr1"	"-"	"P1(D)"	20682865.8333333	NA
"KIF17_P1"	"KIF17"	"chr1"	"-"	"P1"	20685290	"ENST00000477167"
"KIF18A_P1"	"KIF18A"	"chr11"	"-"	"P1"	28108156	"ENST00000263181"
"KIF18B_P1"	"KIF18B"	"chr17"	"-"	"P1"	44947773	"ENST00000587309"
"KIF19_P1"	"KIF19"	"chr17"	"+"	"P1"	74326231	"ENST00000551294"
"KIF1A_P1"	"KIF1A"	"chr2"	"-"	"P1"	240820219	"ENST00000649096"
"KIF1B_P1"	"KIF1B"	"chr1"	"+"	"P1"	10210570	"ENST00000377093"
"KIF1BP_P1"	"KIF1BP"	"chr10"	"+"	"P1"	68988803	"ENST00000637101"
"KIF1C_P1"	"KIF1C"	"chr17"	"+"	"P1"	4997951	"ENST00000320785"
"KIF20A_P1"	"KIF20A"	"chr5"	"+"	"P1"	138179112	"ENST00000513276"
"KIF20B_P1"	"KIF20B"	"chr10"	"+"	"P1"	89701610	"ENST00000260753"
"KIF21A_P1"	"KIF21A"	"chr12"	"-"	"P1"	39443120	"ENST00000636569"
"KIF21B_P1"	"KIF21B"	"chr1"	"-"	"P1"	201023675	"ENST00000332129"
"KIF22_P1"	"KIF22"	"chr16"	"+"	"P1"	29790754	"ENST00000561482"
"KIF22_P2(W)"	"KIF22"	"chr16"	"+"	"P2(W)"	29804724	NA
"KIF23_P1"	"KIF23"	"chr15"	"+"	"P1"	69414349	"ENST00000260363"
"KIF24_P1"	"KIF24"	"chr9"	"-"	"P1"	34311371	"ENST00000402558"
"KIF25_P3"	"KIF25"	"chr6"	"+"	"P3"	167996241	"ENST00000515361"
"KIF25_P2"	"KIF25"	"chr6"	"+"	"P2"	167998202	"ENST00000643607"
"KIF25_P1"	"KIF25"	"chr6"	"+"	"P1"	168017873	"ENST00000644536"
"KIF25_P4"	"KIF25"	"chr6"	"+"	"P4"	168030535	"ENST00000504593"
"KIF25_P5"	"KIF25"	"chr6"	"+"	"P5"	168033998	"ENST00000496008"
"KIF26A_P1"	"KIF26A"	"chr14"	"+"	"P1"	104138587	"ENST00000423312"
"KIF26B_P1"	"KIF26B"	"chr1"	"+"	"P1"	245154985	"ENST00000407071"
"KIF27_P1"	"KIF27"	"chr9"	"-"	"P1"	83921432	"ENST00000297814"
"KIF2A_P1"	"KIF2A"	"chr5"	"+"	"P1"	62306444	"ENST00000401507"
"KIF2B_P1"	"KIF2B"	"chr17"	"+"	"P1"	53822927	"ENST00000268919"
"KIF2C_P1"	"KIF2C"	"chr1"	"+"	"P1"	44739862	"ENST00000452259"
"KIF3A_P1"	"KIF3A"	"chr5"	"-"	"P1"	132737546	"ENST00000378746"
"KIF3B_P1"	"KIF3B"	"chr20"	"+"	"P1"	32277656	"ENST00000375712"
"KIF3C_P1"	"KIF3C"	"chr2"	"-"	"P1"	25982484	"ENST00000264712"
"KIF4A_P1"	"KIF4A"	"chrX"	"+"	"P1"	70290104	"ENST00000374403"
"KIF4B_P1"	"KIF4B"	"chr5"	"+"	"P1"	155013755	"ENST00000435029"
"KIF5A_P1"	"KIF5A"	"chr12"	"+"	"P1"	57550062	"ENST00000455537"
"KIF5B_P1"	"KIF5B"	"chr10"	"-"	"P1"	32056425	"ENST00000302418"
"KIF5C_P1"	"KIF5C"	"chr2"	"+"	"P1"	148875227	"ENST00000435030"
"KIF6_P1"	"KIF6"	"chr6"	"-"	"P1"	39725408	"ENST00000287152"
"KIF7_P1"	"KIF7"	"chr15"	"-"	"P1"	89655459	"ENST00000394412"
"KIF9_P1"	"KIF9"	"chr3"	"-"	"P1"	47282799	"ENST00000335044"
"KIFAP3_P1"	"KIFAP3"	"chr1"	"-"	"P1"	170074652	"ENST00000367767"
"KIFC1_P1"	"KIFC1"	"chr6"	"+"	"P1"	33391859	"ENST00000428849"
"KIFC2_P1"	"KIFC2"	"chr8"	"+"	"P1"	144466049	"ENST00000645548"
"KIFC3_P1"	"KIFC3"	"chr16"	"-"	"P1"	57802449	"ENST00000379655"
"KIN_P1"	"KIN"	"chr10"	"-"	"P1"	7787993	"ENST00000379562"
"KIR2DL1_P1"	"KIR2DL1"	"chr19"	"+"	"P1"	54769819	"ENST00000336077"
"KIR2DL3_P1"	"KIR2DL3"	"chr19"	"+"	"P1"	54738513	"ENST00000342376"
"KIR2DL4_P1"	"KIR2DL4"	"chr19"	"+"	"P1"	54803624	"ENST00000396284"
"KIR3DL1_P1"	"KIR3DL1"	"chr19"	"+"	"P1"	54816468	"ENST00000391728"
"KIR3DL2_P1"	"KIR3DL2"	"chr19"	"+"	"P1"	54850443	"ENST00000326321"
"KIR3DL3_P1"	"KIR3DL3"	"chr19"	"+"	"P1"	54724479	"ENST00000291860"
"KIRREL1_P1"	"KIRREL1"	"chr1"	"+"	"P1"	157993645	"ENST00000360089"
"KIRREL2_P2(W)"	"KIRREL2"	"chr19"	"+"	"P2(W)"	35855840	NA
"KIRREL2_P1"	"KIRREL2"	"chr19"	"+"	"P1"	35856944	"ENST00000592409"
"KIRREL3_P1"	"KIRREL3"	"chr11"	"-"	"P1"	127000770	"ENST00000525144"
"KISS1_P1"	"KISS1"	"chr1"	"-"	"P1"	204196489	"ENST00000367194"
"KISS1R_P1"	"KISS1R"	"chr19"	"+"	"P1"	917333	"ENST00000592648"
"KIT_P1"	"KIT"	"chr4"	"+"	"P1"	54657957	"ENST00000412167"
"KITLG_P1"	"KITLG"	"chr12"	"-"	"P1"	88580471	"ENST00000644744"
"KIZ_P1"	"KIZ"	"chr20"	"+"	"P1"	21126082	"ENST00000619574"
"KL_P1"	"KL"	"chr13"	"+"	"P1"	33016425	"ENST00000487852"
"KLB_P1"	"KLB"	"chr4"	"+"	"P1"	39406930	"ENST00000257408"
"KLC1_P1"	"KLC1"	"chr14"	"+"	"P1"	103629211	"ENST00000348520"
"KLC2_P1"	"KLC2"	"chr11"	"+"	"P1"	66257768	"ENST00000531240"
"KLC3_P1"	"KLC3"	"chr19"	"+"	"P1"	45340750	"ENST00000494686"
"KLC4_P1"	"KLC4"	"chr6"	"+"	"P1"	43059631	"ENST00000347162"
"KLF1_P1"	"KLF1"	"chr19"	"-"	"P1"	12887198	"ENST00000264834"
"KLF10_P2(W)"	"KLF10"	"chr8"	"-"	"P2(W)"	102653816	NA
"KLF10_P1"	"KLF10"	"chr8"	"-"	"P1"	102655723	"ENST00000285407"
"KLF11_P1"	"KLF11"	"chr2"	"+"	"P1"	10043572	"ENST00000305883"
"KLF12_P1"	"KLF12"	"chr13"	"-"	"P1"	73995049	"ENST00000377669"
"KLF12_P1P2(W)"	"KLF12"	"chr13"	"-"	"P1P2(W)"	74134152	NA
"KLF13_P1"	"KLF13"	"chr15"	"+"	"P1"	31326875	"ENST00000307145"
"KLF14_P1"	"KLF14"	"chr7"	"-"	"P1"	130734176	"ENST00000583337"
"KLF15_P1"	"KLF15"	"chr3"	"-"	"P1"	126357408	"ENST00000296233"
"KLF16_P1"	"KLF16"	"chr19"	"-"	"P1"	1863579	"ENST00000541015"
"KLF17_P1(D)"	"KLF17"	"chr1"	"+"	"P1(D)"	44048218.6666667	NA
"KLF17_P1"	"KLF17"	"chr1"	"+"	"P1"	44118821	"ENST00000372299"
"KLF18_P1"	"KLF18"	"chr1"	"-"	"P1"	44141631	"ENST00000634670"
"KLF2_P1"	"KLF2"	"chr19"	"+"	"P1"	16324826	"ENST00000248071"
"KLF3_P1"	"KLF3"	"chr4"	"+"	"P1"	38664199	"ENST00000261438"
"KLF4_P2(W)"	"KLF4"	"chr9"	"-"	"P2(W)"	107488436	NA
"KLF4_P1"	"KLF4"	"chr9"	"-"	"P1"	107489766	"ENST00000493306"
"KLF5_P1"	"KLF5"	"chr13"	"+"	"P1"	73059005	"ENST00000377687"
"KLF6_P1"	"KLF6"	"chr10"	"-"	"P1"	3785209	"ENST00000497571"
"KLF7_P1"	"KLF7"	"chr2"	"-"	"P1"	207165945	"ENST00000309446"
"KLF8_P1"	"KLF8"	"chrX"	"+"	"P1"	56232421	"ENST00000476898"
"KLF9_P1"	"KLF9"	"chr9"	"-"	"P1"	70414313	"ENST00000377126"
"KLHDC1_P1"	"KLHDC1"	"chr14"	"+"	"P1"	49693120	"ENST00000556392"
"KLHDC10_P1"	"KLHDC10"	"chr7"	"+"	"P1"	130070534	"ENST00000335420"
"KLHDC2_P1"	"KLHDC2"	"chr14"	"+"	"P1"	49768153	"ENST00000555739"
"KLHDC3_P1"	"KLHDC3"	"chr6"	"+"	"P1"	43014249	"ENST00000244670"
"KLHDC3_P2(W)"	"KLHDC3"	"chr6"	"+"	"P2(W)"	43017166	NA
"KLHDC4_P1"	"KLHDC4"	"chr16"	"-"	"P1"	87765961	"ENST00000567298"
"KLHDC7A_P1"	"KLHDC7A"	"chr1"	"+"	"P1"	18481013	"ENST00000400664"
"KLHDC7B_P1"	"KLHDC7B"	"chr22"	"+"	"P1"	50545899	"ENST00000648057"
"KLHDC7B_P1P2(W)"	"KLHDC7B"	"chr22"	"+"	"P1P2(W)"	50547608	NA
"KLHDC7B_P1(D)"	"KLHDC7B"	"chr22"	"+"	"P1(D)"	50548648.8333333	NA
"KLHDC8A_P1"	"KLHDC8A"	"chr1"	"-"	"P1"	205356901	"ENST00000539253"
"KLHDC8B_P1"	"KLHDC8B"	"chr3"	"+"	"P1"	49171611	"ENST00000332780"
"KLHDC9_P1"	"KLHDC9"	"chr1"	"+"	"P1"	161098361	"ENST00000490724"
"KLHL1_P1"	"KLHL1"	"chr13"	"-"	"P1"	70108452	"ENST00000377844"
"KLHL10_P1"	"KLHL10"	"chr17"	"+"	"P1"	41837825	"ENST00000293303"
"KLHL11_P1"	"KLHL11"	"chr17"	"-"	"P1"	41865423	"ENST00000319121"
"KLHL12_P1"	"KLHL12"	"chr1"	"-"	"P1"	202927234	"ENST00000367261"
"KLHL13_P1"	"KLHL13"	"chrX"	"-"	"P1"	118116794	"ENST00000371882"
"KLHL14_P1P2(W)"	"KLHL14"	"chr18"	"-"	"P1P2(W)"	32770324	NA
"KLHL14_P1"	"KLHL14"	"chr18"	"-"	"P1"	32772212	"ENST00000583263"
"KLHL15_P1"	"KLHL15"	"chrX"	"-"	"P1"	24027186	"ENST00000328046"
"KLHL17_P1"	"KLHL17"	"chr1"	"+"	"P1"	960633	"ENST00000338591"
"KLHL18_P1"	"KLHL18"	"chr3"	"+"	"P1"	47282944	"ENST00000433449"
"KLHL2_P1"	"KLHL2"	"chr4"	"+"	"P1"	165207600	"ENST00000226725"
"KLHL20_P1"	"KLHL20"	"chr1"	"+"	"P1"	173714981	"ENST00000479505"
"KLHL21_P1"	"KLHL21"	"chr1"	"-"	"P1"	6602869	"ENST00000377658"
"KLHL22_P1"	"KLHL22"	"chr22"	"-"	"P1"	20495795	"ENST00000328879"
"KLHL23_P2"	"KLHL23"	"chr2"	"+"	"P2"	169733832	"ENST00000392647"
"KLHL24_P1"	"KLHL24"	"chr3"	"+"	"P1"	183635623	"ENST00000242810"
"KLHL25_P1"	"KLHL25"	"chr15"	"-"	"P1"	85794913	"ENST00000337975"
"KLHL26_P1"	"KLHL26"	"chr19"	"+"	"P1"	18637028	"ENST00000300976"
"KLHL28_P1"	"KLHL28"	"chr14"	"-"	"P1"	44961947	"ENST00000396128"
"KLHL29_P1"	"KLHL29"	"chr2"	"+"	"P1"	23385179	"ENST00000486442"
"KLHL3_P1"	"KLHL3"	"chr5"	"-"	"P1"	137736089	"ENST00000309755"
"KLHL30_P1"	"KLHL30"	"chr2"	"+"	"P1"	238138680	"ENST00000409223"
"KLHL31_P1"	"KLHL31"	"chr6"	"-"	"P1"	53665756	"ENST00000370905"
"KLHL32_P1"	"KLHL32"	"chr6"	"+"	"P1"	96924758	"ENST00000536676"
"KLHL33_P1"	"KLHL33"	"chr14"	"-"	"P1"	20436153	"ENST00000636854"
"KLHL34_P1"	"KLHL34"	"chrX"	"-"	"P1"	21658330	"ENST00000379499"
"KLHL35_P1"	"KLHL35"	"chr11"	"-"	"P1"	75430192	"ENST00000376292"
"KLHL36_P1"	"KLHL36"	"chr16"	"+"	"P1"	84648514	"ENST00000564996"
"KLHL36_P2(W)"	"KLHL36"	"chr16"	"+"	"P2(W)"	84657842	NA
"KLHL38_P1"	"KLHL38"	"chr8"	"-"	"P1"	123652680	"ENST00000325995"
"KLHL4_P1"	"KLHL4"	"chrX"	"+"	"P1"	87517802	"ENST00000373119"
"KLHL40_P1"	"KLHL40"	"chr3"	"+"	"P1"	42685537	"ENST00000287777"
"KLHL41_P1"	"KLHL41"	"chr2"	"+"	"P1"	169509709	"ENST00000284669"
"KLHL42_P1"	"KLHL42"	"chr12"	"+"	"P1"	27780291	"ENST00000381271"
"KLHL5_P1"	"KLHL5"	"chr4"	"+"	"P1"	39044827	"ENST00000261425"
"KLHL6_P1"	"KLHL6"	"chr3"	"-"	"P1"	183555706	"ENST00000341319"
"KLHL7_P1"	"KLHL7"	"chr7"	"+"	"P1"	23105809	"ENST00000479288"
"KLHL8_P1"	"KLHL8"	"chr4"	"-"	"P1"	87220536	"ENST00000273963"
"KLHL9_P1"	"KLHL9"	"chr9"	"-"	"P1"	21335396	"ENST00000359039"
"KLK1_P2"	"KLK1"	"chr19"	"-"	"P2"	50820898	"ENST00000596300"
"KLK1_P1"	"KLK1"	"chr19"	"-"	"P1"	50823787	"ENST00000593859"
"KLK10_P1"	"KLK10"	"chr19"	"-"	"P1"	51019709	"ENST00000309958"
"KLK11_P1"	"KLK11"	"chr19"	"-"	"P1"	51026616	"ENST00000600362"
"KLK11_P2(W)"	"KLK11"	"chr19"	"-"	"P2(W)"	51027646	NA
"KLK12_P1"	"KLK12"	"chr19"	"-"	"P1"	51034906	"ENST00000525263"
"KLK13_P1"	"KLK13"	"chr19"	"-"	"P1"	51065086	"ENST00000601975"
"KLK14_P1"	"KLK14"	"chr19"	"-"	"P1"	51082887	"ENST00000650543"
"KLK15_P1"	"KLK15"	"chr19"	"-"	"P1"	50827082	"ENST00000596531"
"KLK2_P1"	"KLK2"	"chr19"	"+"	"P1"	50873439	"ENST00000325321"
"KLK3_P1"	"KLK3"	"chr19"	"+"	"P1"	50854921	"ENST00000601503"
"KLK4_P1"	"KLK4"	"chr19"	"-"	"P1"	50909380	"ENST00000593885"
"KLK5_P1"	"KLK5"	"chr19"	"-"	"P1"	50953038	"ENST00000391809"
"KLK6_P1"	"KLK6"	"chr19"	"-"	"P1"	50969583	"ENST00000310157"
"KLK7_P1"	"KLK7"	"chr19"	"-"	"P1"	50983915	"ENST00000304045"
"KLK8_P1"	"KLK8"	"chr19"	"-"	"P1"	51001604	"ENST00000391806"
"KLK9_P1"	"KLK9"	"chr19"	"-"	"P1"	51009574	"ENST00000594211"
"KLKB1_P1"	"KLKB1"	"chr4"	"+"	"P1"	186227519	"ENST00000264690"
"KLLN_P1"	"KLLN"	"chr10"	"-"	"P1"	87863177	"ENST00000445946"
"KLRB1_P1"	"KLRB1"	"chr12"	"-"	"P1"	9607915	"ENST00000229402"
"KLRC1_P1"	"KLRC1"	"chr12"	"-"	"P1"	10453375	"ENST00000359151"
"KLRC1_P2(W)"	"KLRC1"	"chr12"	"-"	"P2(W)"	10454496	NA
"KLRC2_P1"	"KLRC2"	"chr12"	"-"	"P1"	10435954	"ENST00000535069"
"KLRC3_P1"	"KLRC3"	"chr12"	"-"	"P1"	10420550	"ENST00000396439"
"KLRC4_P1"	"KLRC4"	"chr12"	"-"	"P1"	10409543	"ENST00000309384"
"KLRD1_P1"	"KLRD1"	"chr12"	"+"	"P1"	10307870	"ENST00000350274"
"KLRF1_P1"	"KLRF1"	"chr12"	"+"	"P1"	9827481	"ENST00000617793"
"KLRF2_P1"	"KLRF2"	"chr12"	"+"	"P1"	9881489	"ENST00000535540"
"KLRG1_P2"	"KLRG1"	"chr12"	"+"	"P2"	8950071	"ENST00000539240"
"KLRG1_P1"	"KLRG1"	"chr12"	"+"	"P1"	8989584	"ENST00000356986"
"KLRG2_P1"	"KLRG2"	"chr7"	"-"	"P1"	139483673	"ENST00000340940"
"KLRK1_P1"	"KLRK1"	"chr12"	"-"	"P1"	10390041	"ENST00000240618"
"KMO_P1"	"KMO"	"chr1"	"+"	"P1"	241532379	"ENST00000366558"
"KMT2A_P1"	"KMT2A"	"chr11"	"+"	"P1"	118436497	"ENST00000534358"
"KMT2B_P1"	"KMT2B"	"chr19"	"+"	"P1"	35718008	"ENST00000420124"
"KMT2B_P2(W)"	"KMT2B"	"chr19"	"+"	"P2(W)"	35720234	NA
"KMT2C_P1"	"KMT2C"	"chr7"	"-"	"P1"	152435988	"ENST00000558084"
"KMT2D_P1P2(W)"	"KMT2D"	"chr12"	"-"	"P1P2(W)"	49033164	NA
"KMT2D_P1(D)"	"KMT2D"	"chr12"	"-"	"P1(D)"	49052225.5	NA
"KMT2D_P1"	"KMT2D"	"chr12"	"-"	"P1"	49060261	"ENST00000547610"
"KMT2E_P1"	"KMT2E"	"chr7"	"+"	"P1"	105014205	"ENST00000311117"
"KMT5A_P2"	"KMT5A"	"chr12"	"+"	"P2"	123384152	"ENST00000330479"
"KMT5A_P1"	"KMT5A"	"chr12"	"+"	"P1"	123388917	"ENST00000478781"
"KMT5B_P1"	"KMT5B"	"chr11"	"-"	"P1"	68213644	"ENST00000304363"
"KMT5C_P1"	"KMT5C"	"chr19"	"+"	"P1"	55339886	"ENST00000589338"
"KNCN_P1"	"KNCN"	"chr1"	"-"	"P1"	46549757	"ENST00000294445"
"KNDC1_P1"	"KNDC1"	"chr10"	"+"	"P1"	133160219	"ENST00000304613"
"KNG1_P1"	"KNG1"	"chr3"	"+"	"P1"	186717410	"ENST00000645909"
"KNL1_P1"	"KNL1"	"chr15"	"+"	"P1"	40594264	"ENST00000346991"
"KNOP1_P1"	"KNOP1"	"chr16"	"-"	"P1"	19718204	"ENST00000219837"
"KNSTRN_P1"	"KNSTRN"	"chr15"	"+"	"P1"	40382944	"ENST00000559604"
"KNTC1_P1"	"KNTC1"	"chr12"	"+"	"P1"	122527249	"ENST00000535410"
"KPNA1_P2(W)"	"KPNA1"	"chr3"	"-"	"P2(W)"	122496610	NA
"KPNA1_P1"	"KPNA1"	"chr3"	"-"	"P1"	122514937	"ENST00000344337"
"KPNA2_P1"	"KPNA2"	"chr17"	"+"	"P1"	68035735	"ENST00000330459"
"KPNA3_P1"	"KPNA3"	"chr13"	"-"	"P1"	49792538	"ENST00000261667"
"KPNA4_P1"	"KPNA4"	"chr3"	"-"	"P1"	160565571	"ENST00000334256"
"KPNA5_P1"	"KPNA5"	"chr6"	"+"	"P1"	116681211	"ENST00000413340"
"KPNA6_P1"	"KPNA6"	"chr1"	"+"	"P1"	32108056	"ENST00000373625"
"KPNA7_P1"	"KPNA7"	"chr7"	"-"	"P1"	99207506	"ENST00000327442"
"KPNB1_P1"	"KPNB1"	"chr17"	"+"	"P1"	47649958	"ENST00000535458"
"KPRP_P1P2(W)"	"KPRP"	"chr1"	"+"	"P1P2(W)"	152758027	NA
"KPRP_P1"	"KPRP"	"chr1"	"+"	"P1"	152759561	"ENST00000606109"
"KPTN_P1"	"KPTN"	"chr19"	"-"	"P1"	47484219	"ENST00000338134"
"KRAS_P1"	"KRAS"	"chr12"	"-"	"P1"	25250929	"ENST00000311936"
"KRBA1_P1"	"KRBA1"	"chr7"	"+"	"P1"	149714953	"ENST00000486744"
"KRBA2_P1"	"KRBA2"	"chr17"	"-"	"P1"	8376704	"ENST00000649935"
"KRBOX1_P1"	"KRBOX1"	"chr3"	"+"	"P1"	42936386	"ENST00000383748"
"KRBOX4_P1"	"KRBOX4"	"chrX"	"+"	"P1"	46447297	"ENST00000344302"
"KRCC1_P1"	"KRCC1"	"chr2"	"-"	"P1"	88055772	"ENST00000347055"
"KREMEN1_P1"	"KREMEN1"	"chr22"	"+"	"P1"	29073035	"ENST00000400335"
"KREMEN2_P1"	"KREMEN2"	"chr16"	"+"	"P1"	2964275	"ENST00000303746"
"KRI1_P1"	"KRI1"	"chr19"	"-"	"P1"	10566010	"ENST00000312962"
"KRIT1_P1"	"KRIT1"	"chr7"	"-"	"P1"	92245914	"ENST00000394507"
"KRR1_P1"	"KRR1"	"chr12"	"-"	"P1"	75511601	"ENST00000229214"
"KRT1_P1"	"KRT1"	"chr12"	"-"	"P1"	52677517	"ENST00000548765"
"KRT1_P2"	"KRT1"	"chr12"	"-"	"P2"	52680407	"ENST00000252244"
"KRT10_P1"	"KRT10"	"chr17"	"-"	"P1"	40818962	"ENST00000635956"
"KRT10_P2"	"KRT10"	"chr17"	"-"	"P2"	40822614	"ENST00000269576"
"KRT12_P1"	"KRT12"	"chr17"	"-"	"P1"	40867223	"ENST00000647992"
"KRT13_P1"	"KRT13"	"chr17"	"-"	"P1"	41505612	"ENST00000246635"
"KRT14_P1"	"KRT14"	"chr17"	"-"	"P1"	41586895	"ENST00000167586"
"KRT15_P1(W)"	"KRT15"	"chr17"	"-"	"P1(W)"	41518888	NA
"KRT15_P1"	"KRT15"	"chr17"	"-"	"P1"	41521775	"ENST00000393976"
"KRT16_P1"	"KRT16"	"chr17"	"-"	"P1"	41612767	"ENST00000301653"
"KRT17_P1"	"KRT17"	"chr17"	"-"	"P1"	41624575	"ENST00000648886"
"KRT18_P1"	"KRT18"	"chr12"	"+"	"P1"	52949121	"ENST00000388837"
"KRT18_P2"	"KRT18"	"chr12"	"+"	"P2"	52952151	"ENST00000548496"
"KRT19_P1"	"KRT19"	"chr17"	"-"	"P1"	41528308	"ENST00000361566"
"KRT2_P1"	"KRT2"	"chr12"	"-"	"P1"	52652211	"ENST00000309680"
